1	+	201755	1
1	+	340077	1
1	+	395525	1
1	+	492927	1
1	+	520350	5
1	+	520395	1
1	+	779999	2
1	+	807004	2
1	+	810868	1
1	+	835358	1
1	+	853997	1
1	+	854074	1
1	+	854136	2
1	+	899542	2
1	+	899654	1
1	+	902920	2
1	+	909359	3
1	+	924648	1
1	+	1061178	1
1	+	1075511	1
1	+	1128071	1
1	+	1138543	1
1	+	1148450	1
1	+	1193886	1
1	+	1201433	1
1	+	1217265	1
1	+	1217390	3
1	+	1217443	1
1	+	1230748	1
1	+	1230810	1
1	+	1293353	1
1	+	1315657	3
1	+	1355367	1
1	+	1400757	1
1	+	1484018	1
1	+	1687410	1
1	+	1789672	1
1	+	1796662	1
1	+	1904758	1
1	+	1913206	1
1	+	1967063	1
1	+	2002694	2
1	+	2027176	1
1	+	2047573	1
1	+	2049302	55
1	+	2049407	1
1	+	2049419	1
1	+	2155232	1
1	+	2169854	2
1	+	2206904	1
1	+	2206931	1
1	+	2216955	1
1	+	2241129	1
1	+	2294592	1
1	+	2309544	1
1	+	2341895	1
1	+	2342076	1
1	+	2381269	1
1	+	2381362	1
1	+	2407940	1
1	+	2410080	1
1	+	2423606	1
1	+	2426575	1
1	+	2426640	1
1	+	2439653	7
1	+	2457275	16
1	+	2460663	1
1	+	2460695	14
1	+	2573320	1
1	+	2637846	3
1	+	2685568	1
1	+	2706781	1
1	+	2714735	1
1	+	2743512	2
1	+	2768602	1
1	+	2779269	1
1	+	2809745	1
1	+	2829249	1
1	+	2928939	1
1	+	2998080	1
1	+	3009824	8
1	+	3018117	2
1	+	3018149	5
1	+	3018183	2
1	+	3018210	1
1	+	3065889	1
1	+	3107756	8
1	+	3107791	1
1	+	3122428	1
1	+	3122550	1
1	+	3159120	1
1	+	3159215	1
1	+	3165358	1
1	+	3176839	1
1	+	3190243	1
1	+	3377316	1
1	+	3465747	3
1	+	3535061	1
1	+	3538219	1
1	+	3538271	1
1	+	3630758	1
1	+	3663887	1
1	+	3665030	3
1	+	3665084	2
1	+	3804970	1
1	+	3849094	1
1	+	3849134	3
1	+	3890765	1
1	+	3918068	1
1	+	3918106	1
1	+	3918144	4
1	+	3940753	1
1	+	3940755	1
1	+	3969727	3
1	+	3985169	1
1	+	3997725	3
1	+	4003379	6
1	+	4085028	1
1	+	4109467	1
1	+	4161381	1
1	+	4285846	1
1	+	4378485	2
1	+	4454821	1
1	+	4463471	1
1	+	4465657	1
1	+	4488510	1
1	+	4501551	1
1	+	4543599	1
1	+	4548666	1
1	+	4612845	1
1	+	4694355	1
1	+	4712560	1
1	+	4726498	1
1	+	4737868	1
1	+	4761718	1
1	+	4774810	2
1	+	4779375	2
1	+	4796605	1
1	+	4800254	1
1	+	4840735	1
1	+	4889581	12
1	+	4889622	1
1	+	4992605	1
1	+	5040518	1
1	+	5151288	2
1	+	5204114	4
1	+	5256686	1
1	+	5328869	1
1	+	5402357	2
1	+	5402428	6
1	+	5402503	1
1	+	5472885	2
1	+	5472917	3
1	+	5472942	1
1	+	5491231	1
1	+	5501287	1
1	+	5506608	1
1	+	5611244	1
1	+	5611330	4
1	+	5640178	1
1	+	5709531	1
1	+	5722438	1
1	+	5756842	1
1	+	5770486	1
1	+	5776280	2
1	+	5840272	1
1	+	5845597	2
1	+	5845676	1
1	+	5926291	2
1	+	6006335	3
1	+	6037281	1
1	+	6063290	1
1	+	6100313	1
1	+	6203956	1
1	+	6221076	1
1	+	6224029	5
1	+	6224079	1
1	+	6224136	2
1	+	6255627	1
1	+	6366209	1
1	+	6373042	2
1	+	6443210	1
1	+	6551969	1
1	+	6605848	1
1	+	6690403	2
1	+	6777349	1
1	+	6781071	1
1	+	6807863	1
1	+	6825432	2
1	+	6914541	5
1	+	6944992	4
1	+	6974739	1
1	+	7020464	1
1	+	7020540	2
1	+	7130587	1
1	+	7134370	2
1	+	7146415	4
1	+	7158217	1
1	+	7235067	1
1	+	7235116	1
1	+	7244852	1
1	+	7339428	1
1	+	7375746	3
1	+	7441964	2
1	+	7587983	1
1	+	7592881	1
1	+	7628226	1
1	+	7648778	7
1	+	7682605	1
1	+	7738673	1
1	+	7837262	1
1	+	7927026	1
1	+	7927094	1
1	+	7966368	1
1	+	8004296	1
1	+	8052890	2
1	+	8069316	1
1	+	8080496	2
1	+	8102376	1
1	+	8122127	1
1	+	8201065	1
1	+	8201184	7
1	+	8224403	1
1	+	8244319	1
1	+	8263537	5
1	+	8324154	1
1	+	8324235	1
1	+	8338581	1
1	+	8435779	1
1	+	8541820	1
1	+	8710735	1
1	+	8755450	1
1	+	8861295	1
1	+	8918167	1
1	+	8918198	1
1	+	9019376	1
1	+	9056848	1
1	+	9187494	1
1	+	9207295	15
1	+	9207333	1
1	+	9207385	2
1	+	9211542	1
1	+	9217945	3
1	+	9300702	1
1	+	9322942	2
1	+	9330249	1
1	+	9330283	2
1	+	9330494	1
1	+	9346356	1
1	+	9380670	1
1	+	9426737	2
1	+	9484290	1
1	+	9494051	2
1	+	9516848	5
1	+	9562309	1
1	+	9634550	1
1	+	9671521	1
1	+	9742075	1
1	+	9742107	4
1	+	9742158	1
1	+	9782670	1
1	+	10026239	1
1	+	10151246	5
1	+	10151305	4
1	+	10151359	3
1	+	10226037	1
1	+	10254609	1
1	+	10266664	1
1	+	10355384	1
1	+	10373691	1
1	+	10373880	2
1	+	10377836	2
1	+	10449807	1
1	+	10472050	3
1	+	10472077	1
1	+	10478950	2
1	+	10479006	219
1	+	10479054	1
1	+	10479141	1
1	+	10494477	1
1	+	10620024	1
1	+	10640676	10
1	+	10718980	2
1	+	10723120	33
1	+	10723180	6
1	+	10723248	3
1	+	10813626	1
1	+	10886275	1
1	+	10890216	1
1	+	11000639	1
1	+	11134390	1
1	+	11141108	1
1	+	11158654	2
1	+	11229936	1
1	+	11253872	2
1	+	11347918	1
1	+	11364248	1
1	+	11364273	1
1	+	11399533	1
1	+	11457912	1
1	+	11531140	1
1	+	11534540	1
1	+	11534578	4
1	+	11534612	9
1	+	11609721	1
1	+	11678528	1
1	+	11739260	2
1	+	11785599	1
1	+	11957222	4
1	+	11957284	3
1	+	11967847	1
1	+	12012368	9
1	+	12024629	1
1	+	12024657	6
1	+	12024710	2
1	+	12049968	1
1	+	12076102	1
1	+	12204666	1
1	+	12266778	2
1	+	12355025	1
1	+	12369144	1
1	+	12433129	4
1	+	12552616	1
1	+	12582713	1
1	+	12582724	2
1	+	12868782	1
1	+	12914697	1
1	+	13208231	1
1	+	13210344	1
1	+	13210391	5
1	+	13224505	1
1	+	13478391	1
1	+	13643062	1
1	+	13671042	1
1	+	14161786	2
1	+	14161851	2
1	+	15894463	1
1	+	15979883	2
1	+	16127266	1
1	+	16129682	8
1	+	16129737	8
1	+	16268793	8
1	+	16482775	1
1	+	16621916	1
1	+	16873322	32
1	+	17069242	1
1	+	17128618	1
1	+	17193174	1
1	+	17302848	1
1	+	17321024	1
1	+	17560205	1
1	+	17759335	1
1	+	17868308	11
1	+	17908470	1
1	+	17920985	2
1	+	17920986	1
1	+	17950522	1
1	+	17969233	2
1	+	18101589	7
1	+	18218232	1
1	+	18247924	1
1	+	18328678	1
1	+	18402535	1
1	+	18419894	1
1	+	18419947	1
1	+	18420049	1
1	+	18473798	1
1	+	18505359	1
1	+	18505511	1
1	+	18505548	1
1	+	18519864	1
1	+	18661860	1
1	+	18661930	1
1	+	18721256	1
1	+	18808986	2
1	+	18867145	3
1	+	18872904	1
1	+	18937582	2
1	+	19076555	1
1	+	19135457	1
1	+	19153780	1
1	+	19153852	1
1	+	19246277	3
1	+	19307303	1
1	+	19307348	3
1	+	19438933	2
1	+	19455576	1
1	+	19455622	7
1	+	19455672	11
1	+	19472772	1
1	+	19487434	1
1	+	19506124	1
1	+	19568402	1
1	+	19592673	1
1	+	19646431	2
1	+	19687837	1
1	+	19687864	1
1	+	19713254	1
1	+	19794760	1
1	+	19847724	1
1	+	19907062	1
1	+	20003965	1
1	+	20038204	1
1	+	20103589	1
1	+	20136943	1
1	+	20169566	1
1	+	20169599	1
1	+	20169644	1
1	+	20191849	1
1	+	20293267	1
1	+	20390947	2
1	+	20391010	1
1	+	20440979	1
1	+	20441028	1
1	+	20441116	3
1	+	20450864	1
1	+	20483997	1
1	+	20538999	1
1	+	20653644	1
1	+	20715484	1
1	+	20907395	1
1	+	20913391	1
1	+	20922106	1
1	+	20963452	7
1	+	21030605	4
1	+	21032028	1
1	+	21044727	6
1	+	21056796	1
1	+	21138157	1
1	+	21142556	1
1	+	21161916	1
1	+	21356485	8
1	+	21356519	3
1	+	21380279	4
1	+	21457672	1
1	+	21888739	1
1	+	21898405	1
1	+	21900898	1
1	+	22040038	2
1	+	22445160	36
1	+	22445223	1
1	+	22560691	1
1	+	22571825	1
1	+	22701268	3
1	+	22701310	8
1	+	22701353	4
1	+	22812578	2
1	+	22815590	3
1	+	22923921	1
1	+	22924027	1
1	+	23031799	1
1	+	23129720	1
1	+	23162679	1
1	+	23172089	1
1	+	23195020	1
1	+	23421727	1
1	+	23427289	1
1	+	23536464	1
1	+	23743239	1
1	+	23835464	1
1	+	23887034	1
1	+	23889648	4
1	+	23936866	1
1	+	23936871	1
1	+	23958312	1
1	+	23963075	1
1	+	23973519	1
1	+	23973615	1
1	+	24037247	1
1	+	24052481	1
1	+	24059509	1
1	+	24059541	1
1	+	24100907	2
1	+	24129291	1
1	+	24154272	1
1	+	24230866	1
1	+	24230907	1
1	+	24240642	2
1	+	24244716	2
1	+	24355240	1
1	+	24446293	1
1	+	24472401	1
1	+	24542058	3
1	+	24542092	1
1	+	24557421	3
1	+	24616830	1
1	+	24616857	2
1	+	24780552	1
1	+	24840611	2
1	+	24840613	1
1	+	24930552	1
1	+	24958151	1
1	+	25039359	2
1	+	25236803	2
1	+	25263756	12
1	+	25278721	1
1	+	25376018	3
1	+	25376054	1
1	+	25378562	1
1	+	25462769	1
1	+	25495876	6
1	+	25495925	3
1	+	25561194	1
1	+	25574824	1
1	+	25695478	1
1	+	25784117	1
1	+	25805043	1
1	+	25881638	2
1	+	25881668	1
1	+	26001594	1
1	+	26035501	1
1	+	26081704	1
1	+	26090282	1
1	+	26090332	1
1	+	26096988	1
1	+	26127928	2
1	+	26131292	1
1	+	26141927	1
1	+	26143236	1
1	+	26143456	2
1	+	26191235	3
1	+	26191282	3
1	+	26221784	1
1	+	26221826	1
1	+	26234902	2
1	+	26237373	1
1	+	26402332	1
1	+	26431436	1
1	+	26431462	1
1	+	26615959	1
1	+	26626473	1
1	+	26688350	1
1	+	26746337	1
1	+	26764627	1
1	+	26815666	1
1	+	26869905	1
1	+	26891701	1
1	+	26937504	2
1	+	27056232	1
1	+	27056345	1
1	+	27109268	1
1	+	27150883	1
1	+	27157663	2
1	+	27167368	2
1	+	27304586	2
1	+	27345535	1
1	+	27376525	1
1	+	27393232	1
1	+	27440417	4
1	+	27455898	1
1	+	27481408	1
1	+	27611067	1
1	+	27612278	1
1	+	27673570	1
1	+	27673618	1
1	+	27703445	1
1	+	27736171	1
1	+	27780663	1
1	+	27780678	1
1	+	27787740	2
1	+	27828905	2
1	+	27864189	2
1	+	27917047	1
1	+	27917075	1
1	+	27961409	1
1	+	27992958	9
1	+	28034828	4
1	+	28054130	1
1	+	28079894	6
1	+	28125813	1
1	+	28178870	1
1	+	28178932	4
1	+	28242779	1
1	+	28272815	3
1	+	28272833	1
1	+	28272879	1
1	+	28328859	1
1	+	28328983	1
1	+	28402193	3
1	+	28402254	1
